ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE,SHORT_TITLE_CAT,LONG_TITLE_CAT
9651713,7709,Cord bld stem cell trans,Other nonoperative respiratory measurements,607,625
9433311,6503,Keratoprosthesis,"Other excision of vessels, intracranial vessels",661,657
720433,9830,Trnsplnt live rel donor,"Biopsy of joint structure, hand and finger",3581,600
10310825,7832,Sut gastric ulcer site,Transurethral destruction of prostate tissue by microwave thermotherapy,1700,590
9919973,9389,Debrid open fx-humerus,Removal of skull tongs or halo traction device,606,504
14264150,9874,Lap abltn renal les/tiss,"Repair of ventricular septal defect with prosthesis, closed technique",1950,1662
15025349,4626,Robotic ast proc NEC/NOS,Other proctopexy,444,1858
2279500,9999,Remov intralum pharyn FB,"X-ray of ribs, sternum, and clavicle",3627,2343
8863821,8941,Refusion of spine NEC,"Resection of vessel with anastomosis, intracranial vessels",3363,654
15281219,1797,Ins inflate penis prosth,Other surgical induction of labor,654,1742
6597392,9988,Close rectal fist NEC,Bilateral subcutaneous mammectomy with synchronous implant,2975,3858
11273232,9999,Toxicology-female genit,Intra-operative neurophysiologic monitoring,2125,1563
3256763,9902,Contr abd arteriogrm NEC,Implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system,1968,1500
8645086,9766,Clo endosc bx pancre duc,"Endarterectomy, intracranial vessels",472,2084
7800291,8484,Triple arthrodesis,Biopsy of periurethral tissue,3560,1986
8209960,9999,Incisional hernia repair,Transfusion of coagulation factors,3710,1777
14980100,9999,Micro exam-lowr resp NEC,Artificial pacemaker electrode impedance check,3188,3717
248790,1224,Mastoid incision,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology",2540,2681
16454277,9999,Retroperit dissect NOS,Intravenous pyelogram,3339,2379
10061280,1818,Thorac lg bowel interpos,Total pancreatectomy,3669,2576
2658129,9999,Inject steroid,"Revision of hip replacement, both acetabular and femoral components",633,1447
8002500,9999,Excise conjunctiv lesion,Closure of fistula of duodenum,3881,607
10250023,9999,Tracheoscopy thru stoma,"Microscopic examination of specimen from skin and other integument, culture",3817,3327
10977240,8707,Dental examination,Other respiratory procedures,3476,3329
4119481,9999,Bact smear-female genit,Closure of laceration of liver,526,2831
9199545,5435,Larygnoscopy/tracheoscop,"Incision of vessel, lower limb veins",3236,1744
16292775,4096,Ankle synovectomy,Other repair of pancreas,1424,2643
5467057,8580,Excision of knee NEC,Lysis of corneovitreal adhesions,547,2429
14822410,9999,Eye examination NOS,Diagnostic ultrasound of peripheral vascular system,3682,2587
2579205,4124,Total cystectomy NEC,"Other division of bone, femur",1681,3115
8474085,9999,Osteoclasis NOS,"Insertion of bone growth stimulator, tibia and fibula",2879,1984
15383867,3950,Oth trachea dx procedure,Endoscopic insertion of nasobiliary drainage tube,3726,2658
3113048,1470,Spine tract w skull dev,Rhythm electrocardiogram,3146,1632
15028099,8909,Uterus/adnex dx proc NEC,Other extracapsular extraction of lens,3151,2066
9001878,4952,Extraocul mus transposit,Other operations on anterior chamber,2701,1213
10566913,9999,Lysis pharyngeal adhes,"Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear",3777,480
6090236,9999,Limb shorten-tib/fibula,Left heart cardiac catheterization,3045,3646
3743068,7485,Milk extraction,Total unilateral salpingectomy,1747,2520
12546196,6899,Clos thoracic fistul NEC,Removal of artificial implant from cornea,464,3139
8291026,9999,Rep anulus fibrosus-grft,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis,436,3465
1364353,9999,Amputation of cervix,Dilation of sphincter of Oddi,1714,1966
6373661,7138,Lung vol reduction surg,Extraction of milk from lactating breast,3109,2519
589253,9999,Puncture of lung,Incision of salivary gland or duct,732,2237
1106056,7198,Chest cage wedg osteotom,Closed [percutaneous] [needle] biopsy of cranial or peripheral nerve or ganglion,2843,1799
10453210,7165,Closed rectal biopsy,Vocational rehabilitation,573,2013
8864883,8960,Translum cor atherectomy,"Other reconstruction of eyelid, full-thickness",1595,3129
1705903,4637,Patellar wedge osteotomy,Removal of nasal packing,1723,405
832217,7454,Remove FB lens NOS,"Debridement of open fracture site, phalanges of foot",3801,2096
15819755,9999,Percu nephrostmy w frag,Psychoanalysis,3789,3768
4419471,7555,Urethral reanastomosis,Endoscopic excision or destruction of lesion or tissue of urethra,3798,1790
6835654,9999,Remov trunk packing NEC,Other and open bilateral repair of direct inguinal hernia with graft or prosthesis,482,664
288010,7753,Manual & mechan traction,Replacement of other device for musculoskeletal immobilization,2590,3397
4496546,9999,Spermatocele aspiration,Other operations on sympathetic nerves or ganglia,1645,3881
4256210,9931,Nasal lesion excis NOS,Division of nerves to adrenal glands,3778,3589
4771683,9766,Sympath nerve inject NEC,Thoracoscopic incision of thymus,566,3139
15321021,9857,Dx ultrasound-head/neck,Injection of anesthetic into spinal canal for analgesia,2961,1425
11244380,9748,Laparoscopic cecectomy,Open biopsy of stomach,2576,2325
15377304,9939,Epikeratophakia,Recreation therapy,1166,790
5168015,8560,Opn transv colon res NEC,Closure of other gastric fistula,3868,3182
4031818,9067,Electrocardiograph monit,Other repair of anal sphincter,498,777
7589766,8199,Hepatotomy,Vaccination against tuberculosis,2817,1294
13695693,6587,Parasitology-endocrine,Repair of perirectal fistula,3071,2823
13263883,9999,Intrauterine transfusion,Total ureterectomy,3604,3577
1019190,6862,Ankle synovectomy,"Resection of vessel with replacement, abdominal veins",1389,3010
7404957,9893,Cell blk/pap NOS,Injection of other hormone,3778,1739
5710826,9999,Bone biopsy NOS,"Microscopic examination of specimen from female genital tract, parasitology",490,3236
10110940,9917,Aspiration of ovary,Epiglottidectomy,2087,3300
15974127,9999,Bilat tubal destruct NEC,Other repair of internal cervical os,661,3797
16357643,9999,Bone graft-tibia/fibula,Bilateral extended simple mastectomy,1570,765
10973628,5079,Medical induction labor,"Open reduction of separated epiphysis, tibia and fibula",2157,2136
1006709,9960,Repair facial weakness,Laparoscopic lysis of adhesions of ovary and fallopian tube,709,2953
12629097,1606,Incision of penis,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant,452,1566
1687775,1476,Close reduc-femur epiphy,"Other operations on two or more extraocular muscles, one or both eyes",1143,1457
6545802,9999,Osteoclasis-radius/ulna,Other hand tendon transfer or transplantation,2946,3667
7447787,8168,Vaginal suspens & fixat,"Debridement of open fracture site, humerus",2961,3148
10986990,9920,Vesicostomy,Other incision of perivesical tissue,485,391
14687716,9999,Fallopian tube biopsy,Other exploration and decompression of spinal canal,1741,3267
7620642,9059,Extraoc musc dx proc NEC,Other operations on thoracic duct,1547,3481
15689617,7640,Gastric freezing,Ureterotomy,2661,3318
9705229,9999,Dialysis arteriovenostom,Suture of laceration of bronchus,432,3060
900506,1795,Syn implant to face bone,Other diagnostic procedures on middle and inner ear,2708,812
6662578,9449,Replace bladder stimulat,"Other local excision or destruction of lesion of joint, foot and toe",3681,3071
8012686,1103,Part substern thyroidect,Closure of salivary fistula,1931,3037
7770819,4929,Salpingo-oophorostomy,Dark adaptation study,3537,732
13381092,1933,Ligation of ureter,Closed [percutaneous] biopsy of seminal vesicles,1443,693
5034698,7635,Skel xray-upper limb NOS,Type III tympanoplasty,1690,2634
9340768,9999,Remov retroperiton drain,"Microscopic examination of specimen from liver, biliary tract, and pancreas, parasitology",506,3594
10687106,1419,Other perfusion,Implantation or replacement of prosthesis of fallopian tube,2049,1594
9186699,9834,Transureteroureterostomy,Transplant from live related donor,3105,733
1965311,9728,Sm bowel-rect stump anas,Formation of cranial bone flap,1171,3668
11425368,1707,Eswl other sites,Other repair of spermatic cord and epididymis,3469,670
10588987,4757,Rev interspine device,Other high forceps operation,592,667
1736783,8463,Thoracoscopic pleural bx,"Other cervical fusion of the anterior column, anterior technique",2676,851
16106413,1879,Internal fix-patella,"Total ostectomy, humerus",3717,3320
14721544,9999,Plethysmogram,Removal of foreign body from tonsil and adenoid by incision,392,2894
9116011,6532,Bact smear-endocrine,"Sinusectomy, not otherwise specified",2233,493
15243916,3877,Ureterotomy,Iridotomy with transfixion,558,3841
915686,1688,Chest wall biopsy,"Osteoclasis, humerus",3750,1780
1158110,4400,Ureth stricture release,Other tenonectomy,547,763
6634175,9923,Intra-abd lg bowel manip,Other diagnostic procedures on nasal sinuses,2604,720
8233148,4724,App hybrid ext fix dev,Other revision of enucleation socket,3527,498
4925798,4436,Ureterectomy NOS,"Limb shortening procedures, humerus",2943,1566
16267038,7167,Bilat rad neck dissect,Mastopexy,1153,700
12029858,5238,Intracran ves resec-repl,Aspiration curettage of uterus for termination of pregnancy,1540,3056
669770,8174,Hand joint struct divis,(Aorto)coronary bypass of three coronary arteries,3722,2526
14212029,9722,Exc maj les lid prt-thic,Temporomandibular arthroplasty,1554,2417
11919087,9999,Oth part cholecystectomy,Transcatheter embolization for gastric or duodenal bleeding,3224,646
13407353,9109,Total pinealectomy,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture",468,1900
11324377,5074,Neurologic func test NEC,Administration of poliomyelitis vaccine,1939,2444
1390773,5146,Pack ext auditory canal,Other revision of stapedectomy,1807,2163
14074499,4990,Mand orthognathic op NEC,Replacement of tube or enterostomy device of large intestine,3685,714
7273759,9999,Fitting of hearing aid,Uroflowmetry [UFR],2509,1667
1021817,5287,Conjunctivocystorhinost,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology",2311,2794
3898176,8407,Small bowel series,"Open reduction of fracture with internal fixation, tarsals and metatarsals",3743,3643
15089795,8515,Psychol mental stat NOS,Open and other replacement of mitral valve,1758,501
13656967,7926,Repair of cleft lip,Epididymectomy,533,3764
13483776,1629,Ocular motility study,"Synovectomy, hand and finger",1601,3756
8295719,9974,Close lg bowel fistula,"Diagnostic interview and evaluation, not otherwise specified",2253,596
16762573,6676,Toxicology-upper GI,"Total ostectomy, radius and ulna",2371,3301
9206294,8800,Intracapsul lens ext NEC,Irrigation of wound catheter,3137,3674
12882514,9202,Repair of thymus,Suture of laceration of bronchus,1733,2650
15303350,7835,Lower lid rhytidectomy,Arthrodesis of unspecified joint,3831,621
3057209,8534,Anesth inject symp nerve,Resection of exteriorized segment of small intestine,3097,604
6438422,1833,Dark adaptation study,"Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue",783,643
3995871,8606,Appendicostomy,Total ureterectomy,3764,2589
8856174,9999,Intracran vessel excis,Other suture of other tendon of hand,3453,1319
13896921,8818,Toxicology-peritoneum,Repair of fistula involving bladder and intestine,2107,611
11415360,8555,Appendicostomy,Diagnostic ultrasound of peripheral vascular system,552,1559
1577745,9972,Transfus prev auto blood,Diagnostic aspiration of orbit,368,1703
16270770,9999,Hypothermia w open heart,Incision of abdominal wall,3632,769
4120935,9999,Omt with indirect forces,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]",3013,1634
10200594,9999,Retroperit dissect NOS,Other diagnostic procedures on conjunctiva,628,3194
5224156,6895,Destr sm bowel les NEC,Pyloromyotomy,552,494
6661646,9999,Epididymectomy,Incision of lid margin,2746,1908
6208152,9619,Bone marrow biopsy,Closed biopsy of skin and subcutaneous tissue,2079,479
764885,9968,Implant bladder stimulat,Other skin traction of limbs,523,3163
1456855,3846,Bicycle ergometer test,Transjugular liver biopsy,3768,3790
10206409,9905,Lid reconst w hair graft,"Incision of vessel, other vessels of head and neck",2981,727
7893480,9738,"Resrf hip,total-acet/fem",Other suture of abdominal wall,2738,526
349377,5110,Insert 3 vascular stents,Laparoscopic marsupialization of ovarian cyst,565,1734
3803430,1632,Particul teleradioth NEC,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear",3749,469
3056650,8863,Arthroscopy NEC,Autopsy,706,2055
6498812,9850,Skel xray-pelvis/hip NEC,Revision of facet replacement device(s),3545,2767
13894021,8035,Implant bladder stimulat,Computerized axial tomography of thorax,3115,2819
13665063,9999,Amputation of cervix,Application of plaster jacket,342,3425
3900978,9999,Fallopian tube biopsy,Chemical shock therapy,544,1250
11209888,9999,Arthroscopy NEC,"Local excision of lesion or tissue of small intestine, except duodenum",3700,669
9520625,9999,Appl ext fix-tib/fibula,Other operations on thorax,3719,2758
10991787,8792,Multiple sinus incision,Endoscopic polypectomy of large intestine,661,2282
1859271,7731,Lumb/lmbsac fus ant/post,"Revision of knee replacement, total (all components)",1465,1636
10448174,5468,Surg vessel occlus NEC,"Arthroscopy, foot and toe",3138,2582
6798035,4299,Cont inv mec ven 96+ hrs,"Osteopathic manipulative treatment using high-velocity, low-amplitude forces",2839,584
12786177,7341,Unilat rad neck dissect,Implantation of automatic cardioverter/defibrillator lead(s) only,1494,1166
5600149,9450,Arthrodesis of shoulder,Repair of hypospadias or epispadias,1554,1834
8527751,3642,Bowel diagnost proc NEC,Removal of external heart assist system(s) or device(s),2782,3311
4739652,9999,Destruct abd wall lesion,Bilateral nephrectomy,2863,619
11819994,1561,Patellar stabilization,Removal of ligature from ureter,2139,3113
4434300,9999,Close reduc-femur epiphy,"Implantation or fitting of prosthetic limb device, not otherwise specified",3530,1803
16709916,1473,Drug rehab/detox,Insertion of permanent tube into esophagus,1231,1466
4501969,1692,Bone graft to femur,Delayed opening of ileostomy,3662,643
6133521,5211,Multiple sinus incision,Suture of laceration of diaphragm,3731,3709
8745645,7047,Repair vag fistula NEC,Multiple segmental resection of small intestine,368,1136
8483998,8452,Facial bone reconstr NEC,Operations on other structures adjacent to valves of heart,3881,3113
9408250,8800,IVUS intrathoracic ves,Osteopathic manipulative treatment for general mobilization,1697,2845
2655343,1428,Post sphincterotomy,Other destruction of chorioretinal lesion,523,1710
13548271,1429,Rep scler staphyloma NEC,"Partial excision of pituitary gland, transfrontal approach",1335,2245
7500135,7550,Orbitotomy w bone flap,Closed [endoscopic] biopsy of rectum,3690,2685
7878978,8271,Oth thorac op thymus NOS,Regional lymph node excision,3262,1884
1642173,8559,Skin graft to mouth NEC,Excision of ampulla of Vater (with reimplantation of common duct),3748,3881
16489793,7295,Upper arm reattachment,Laparoscopic ablation of renal lesion or tissue,3690,683
9038472,9999,Myotomy of sigmoid colon,Choledochoplasty,3727,1882
12494626,9897,Esophageal dx proc NEC,Repair of ventricular septal defect with tissue graft,701,2951
118135,9929,Other muscle transposit,"Excision of bone for graft, patella",3076,2538
12621781,9999,Transphen pituitary bx,Partial substernal thyroidectomy,3190,3794
5849937,4908,Iridotomy w transfixion,Removal of intraluminal foreign body from stomach and small intestine without incision,3702,1602
3534272,9803,Int fixation-tibia/fibul,Open biopsy of liver,2526,2472
398060,7601,Arm vessel excision,Unilateral extended radical mastectomy,2239,1510
7698455,8123,Remove impl dev-humerus,Removal of intraluminal foreign body from mouth without incision,3006,1617
13583185,8193,Sperm collection,"Excision of bone for graft, radius and ulna",2387,605
3348362,9999,Debrid opn fx-tibia/fib,Choroid plexectomy,570,3881
8894234,1734,Rectal packing,"Psychologic mental status determination, not otherwise specified",2873,3558
1344067,9960,"Repl pacem 1-cham, rate",Removal of intraluminal foreign body from urethra without incision,2896,727
16535570,9999,Other plastic ops muscle,"Routine chest x-ray, so described",3789,3447
6548301,9999,Conjunctival op NEC,Endoscopic polypectomy of large intestine,361,883
8724419,9999,Rvrs totl shldr replacmt,"Limb lengthening procedures, radius and ulna",1257,745
15355845,9999,Op red-tibia/fib epiphys,Partial ureterectomy,3630,1928
16027951,7856,Excision foot joint NEC,Repair of retinal tear by laser photocoagulation,1739,2260
1124542,8792,App ext fix dev-monoplan,Cyclodiathermy,3648,739
4170897,1416,Arm vessel resect/anast,"Open reduction of separated epiphysis, unspecified site",3697,635
1415827,8901,Excis perianal skin tag,"Wedge osteotomy, femur",3656,3416
7342226,4289,Loc exc bone lesion NOS,Removal of intraluminal foreign body from urethra without incision,3587,3342
4210599,8037,Pharyngectomy,Enteral infusion of concentrated nutritional substances,1395,777
2442539,9999,Oxygen consumption monit,Fitting and dispensing of spectacles,3143,452
6652599,9880,Abd vein resect w replac,Other and unspecified repair of the anulus fibrosus,1604,762
2410523,9999,Open osteoplas mand rami,Fitting of hearing aid,564,625
14743821,8745,Recreational therapy,Thumb reattachment,578,3827
12408601,9999,Bicycle ergometer test,Insertion of biological graft,636,748
10281736,9940,Ethmoidectomy,"Intra-abdominal manipulation of intestine, not otherwise specified",1177,2955
11431962,3726,Insert sengstaken tube,"Other division of bone, carpals and metacarpals",1445,2100
15147391,2083,Scrot/tunica dx proc NEC,Heterograft to skin,1680,529
12010220,9999,IVUS extracran cereb ves,"Revision of hip replacement, acetabular component",1325,3694
14233626,5556,Diagnostic imaging NOS,Other revision of stapedectomy,3789,1896
6828615,9999,Spinal cord adhesiolysis,Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances,523,3499
11691670,1676,Clos red-int fix humerus,High gastric bypass,3251,1834
5690903,8901,Vessel operation NEC,Lysis of adhesions of trachea or larynx,640,607
5807108,9999,Small-to-large bowel NEC,Repair of blepharoptosis by frontalis muscle technique with fascial sling,2891,3843
11638585,1646,Head soft tiss x-ray NEC,Audiological evaluation,510,684
16628122,9471,Excis radius/ulna-graft,Closure of other fistula of trachea,570,2936
9906857,9999,Repair of thymus,Insertion of esophageal obturator airway,546,2143
14913090,7944,Other destruc anus les,"Laparoscopic repair of diaphragmatic hernia, with thoracic approach",2428,695
4104367,4879,Salivary duct probing,Open and other multiple segmental resection of large intestine,3149,2472
2482689,9999,Remove ureteral ligature,Extracapsular extraction of lens by linear extraction technique,3716,1914
2543614,9999,Insert 2 vascular stents,Incision and drainage of cranial sinus,2679,3728
6583638,9999,Periph nerv anastom NEC,Other repair of cervix,3533,1626
3552125,9999,Int fixation-radius/ulna,"Other division of bone, humerus",3695,3685
16379712,7843,Scler fistuliz w iridect,Other nonoperative cardiac and vascular measurements,1531,2177
13528754,9999,Cranial sinus i & d,Other repair of elbow,557,3108
3613385,1680,Sm bowel endoscopy NEC,Other diagnostic procedures on stomach,1812,1500
1112556,7048,Iridotomy NEC,Percutaneous aspiration of liver,1506,747
14603056,8817,Pressure dressing applic,Other operations on hypophysis,3592,1453
5121990,8641,Remove gastric bubble,Repair of entropion or ectropion by thermocauterization,3552,3042
16491504,7084,Lap gastroenterostomy,Endoscopic insertion of colonic stent(s),3556,2652
4333153,7743,Rvrs totl shldr replacmt,Excision or destruction of lesion or tissue of mediastinum,3030,2034
12121943,5359,Total elbow replacement,Other active musculoskeletal exercise,1448,3772
2598823,9999,Salivary duct probing,Percutaneous ablation of renal lesion or tissue,3693,659
9476363,9871,Cryosurg destr rect les,Other radioisotope function studies,400,1262
11908885,7828,Urethral reanastomosis,Antesternal esophageal anastomosis with interposition of colon,567,3300
3323317,8848,Remov intralum uter FB,Adductor tenotomy of hip,3650,3881
1352975,9999,CAS w MR/MRA,"Intravascular imaging, unspecified vessel(s)",507,3753
1399230,9999,Lo limb sft tis xray NEC,Suture of laceration of rectum,3673,3699
13733687,7256,Scrotum & tunica op NEC,Retrograde cystourethrogram,3512,547
11940852,6981,Extraoc musc-tend biopsy,Suture of capsule or ligament of ankle and foot,2656,3590
16757731,1467,Adrenal exploration NOS,Reconstruction of conjunctival cul-de-sac with free graft,1926,1943
6230051,7969,Int fixation-metacar/car,Injection of therapeutic substance into joint or ligament,3671,641
15269728,9723,Removal of FB NOS,Other scleral fistulization with iridectomy,521,3645
5274076,9784,Intravs msmt ves NEC/NOS,Vasotomy,1835,3295
1123105,9999,Lap reimplant of ovary,Other incision of larynx or trachea,2804,729
8391279,4318,Wrist synovectomy,Laparoscopic gastroplasty,3823,672
331140,8943,Intest stoma revis NOS,Educational therapy,2267,3127
14100973,4390,Bone scan,"Other surgical occlusion of vessels, upper limb vessels",1396,1819
193983,9676,Graft repair atrial def,"Internal fixation of bone without fracture reduction, other bones",1976,2760
7094144,9999,Arthrodesis of elbow,Removal of other urinary drainage device,2250,2022
16036900,1370,Closed biopsy larynx,Incision of pilonidal sinus or cyst,3791,3198
10015615,9999,Heart septa repair NOS,"Other division of bone, radius and ulna",3583,2925
14521901,9999,Lysis of hand adhesions,Other group therapy,520,3881
15263026,1165,Micro exam-lymph sys NEC,Suture of laceration of diaphragm,3000,507
817092,8980,Oth trachea dx procedure,Training in joint movements,1615,3499
5782068,9999,Revise clo vesicostomy,Other endoscopy of small intestine,443,575
14667785,8594,Electrocardiogram,Other and unspecified hysterectomy,3168,3784
13862686,8862,Closed gastric biopsy,Revision of previous repair of cranial and peripheral nerves,3527,3053
5842335,9999,Shoulder struct division,Rigid proctosigmoidoscopy,664,725
3425790,7050,Lap remove rem ova/tube,Other reconstruction of mandible,3625,642
3673434,9999,Open incis hern-grft NEC,Revision of carotid sinus stimulation pulse generator,3881,863
11296730,7663,Muscle or fascia graft,Biopsy of pericardium,3881,1980
408845,9781,Catarac phacoemuls/aspir,Removal of intraluminal foreign body from trachea and bronchus without incision,620,2096
11777008,8837,Vocal cordectomy,Paraurethral suspension,2472,3283
4749711,9999,Scler fistuliz w iridect,"Removal of other foreign body without incision from trunk except scrotum, penis, or vulva",237,540
9596558,9999,Metacarpocarpal fusion,Removal of carotid sinus stimulation lead(s) only,3582,2061
6362638,9987,Tetanus toxoid administ,Administration of poliomyelitis vaccine,592,470
7910199,9039,Liver transplant NEC,"Transfer of finger, except thumb",2963,3244
2296569,8014,Esophagoscopy by incis,Insertion of antimicrobial envelope,3686,2981
7879058,1780,Perianal excision NEC,Forced extension of limb,1439,2743
15181587,6781,Cl reduct mandible fx,Other lamellar keratoplasty,628,573
