ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE,SHORT_TITLE_CAT,LONG_TITLE_CAT
10289207,sdv-pii-ecucs,sdv-pii-1qjt1,sdv-pii-htgof,11643,11597
10713001,sdv-pii-lpfjz,sdv-pii-2f5ul,sdv-pii-kfjyc,7243,7466
16671488,sdv-pii-jkcyf,sdv-pii-qx6cb,sdv-pii-c2n6g,8416,13323
14368167,sdv-pii-anzf2,sdv-pii-l4qmd,sdv-pii-292bl,153,0
2855896,sdv-pii-76bou,sdv-pii-6eug1,sdv-pii-pe82b,7392,7799
1314732,sdv-pii-qvgln,sdv-pii-8cfoe,sdv-pii-6l62s,8987,8268
5532752,sdv-pii-kud39,sdv-pii-234ho,sdv-pii-nclih,434,672
10518531,sdv-pii-f8zhf,sdv-pii-bhen0,sdv-pii-hn2xh,11396,9596
12339330,sdv-pii-jbpac,sdv-pii-s61px,sdv-pii-dtk6b,5398,4743
7674254,sdv-pii-mliw5,sdv-pii-cwipr,sdv-pii-gcsoy,8456,11822
16287170,sdv-pii-j8fud,sdv-pii-7le1z,sdv-pii-ywmk8,7590,6877
910012,sdv-pii-9279g,sdv-pii-akww5,sdv-pii-v89v6,4795,11175
4737385,sdv-pii-bm5rb,sdv-pii-yuhav,sdv-pii-7pnoa,6561,9535
6627490,sdv-pii-gfvd9,sdv-pii-i0cwv,sdv-pii-rh795,12820,5434
9008439,sdv-pii-eyodp,sdv-pii-gtkmi,sdv-pii-j2npy,8704,6843
541806,sdv-pii-mjeqk,sdv-pii-beq23,sdv-pii-i20vg,14327,14356
1948807,sdv-pii-m8rvw,sdv-pii-q2mnl,sdv-pii-dm2ji,543,362
7454874,sdv-pii-0qov5,sdv-pii-4ifhg,sdv-pii-gih21,7023,9185
15350919,sdv-pii-xlqgz,sdv-pii-pdez2,sdv-pii-wwn6m,8454,8036
7056876,sdv-pii-ckuxb,sdv-pii-ubomy,sdv-pii-t948n,9626,12973
765884,sdv-pii-1ia9n,sdv-pii-mb80k,sdv-pii-cdgjo,9653,10036
15127253,sdv-pii-tasmx,sdv-pii-9279t,sdv-pii-0rlbb,11788,9930
61293,sdv-pii-ez9mo,sdv-pii-0hpvr,sdv-pii-x5v7p,3100,7504
15355160,sdv-pii-uxbkd,sdv-pii-69xf0,sdv-pii-02hgm,14327,13809
4690202,sdv-pii-ta4iu,sdv-pii-xfqy8,sdv-pii-l8slx,11950,8987
11959553,sdv-pii-tc0ij,sdv-pii-7riak,sdv-pii-6v9u4,10097,14004
7767272,sdv-pii-4w4fa,sdv-pii-uyn6r,sdv-pii-t99jo,11333,11895
13622001,sdv-pii-lt9ci,sdv-pii-2xscl,sdv-pii-pyblx,1387,11512
9776389,sdv-pii-zhjm9,sdv-pii-hiaqc,sdv-pii-fd2ns,6632,1909
5310892,sdv-pii-wflyz,sdv-pii-vstpk,sdv-pii-eizqa,7642,3786
7678464,sdv-pii-ujidp,sdv-pii-p5rbs,sdv-pii-370ql,6103,2333
4153239,sdv-pii-ptw7w,sdv-pii-2nwiv,sdv-pii-hx4kp,0,1797
5167184,sdv-pii-1s6kv,sdv-pii-wegu1,sdv-pii-tbl7k,3619,2702
11539835,sdv-pii-yjtsm,sdv-pii-0h7s3,sdv-pii-kxmmf,13600,13999
15723873,sdv-pii-d99eu,sdv-pii-dfmsz,sdv-pii-ymr9s,8202,11475
10824717,sdv-pii-j0lrp,sdv-pii-udusb,sdv-pii-noc6y,9553,10808
5564230,sdv-pii-9llss,sdv-pii-7i95l,sdv-pii-lm5k3,9950,12305
1647163,sdv-pii-t1c68,sdv-pii-7qapr,sdv-pii-2sxae,7708,6995
2928250,sdv-pii-scy6q,sdv-pii-x7g5c,sdv-pii-i2gq0,1270,3061
12375188,sdv-pii-epwlc,sdv-pii-yga0r,sdv-pii-r4nbq,5893,9314
344007,sdv-pii-5nkv0,sdv-pii-sr8zt,sdv-pii-u9xnv,8902,7436
8867716,sdv-pii-1i30x,sdv-pii-3thcm,sdv-pii-72uga,6257,6983
15401935,sdv-pii-hazik,sdv-pii-bi1by,sdv-pii-334wd,6951,6435
6147575,sdv-pii-h5jl4,sdv-pii-c4tav,sdv-pii-u96pw,3033,271
15914679,sdv-pii-ku7t6,sdv-pii-bwz2d,sdv-pii-zci2q,4553,2511
11908600,sdv-pii-z673h,sdv-pii-4j1au,sdv-pii-d36ux,1852,703
15251663,sdv-pii-va659,sdv-pii-htahl,sdv-pii-39pmc,12706,12745
1626033,sdv-pii-0gm3l,sdv-pii-etmpb,sdv-pii-qxykx,6201,3051
10970550,sdv-pii-wv1xi,sdv-pii-94dl1,sdv-pii-1gk68,5410,3637
215964,sdv-pii-l6vio,sdv-pii-9n1ll,sdv-pii-3ujns,5314,8192
5052013,sdv-pii-brog9,sdv-pii-ass5c,sdv-pii-6cccz,13402,13711
14403411,sdv-pii-y9xu0,sdv-pii-pzw4i,sdv-pii-a2nt9,6996,8287
4176236,sdv-pii-cp36f,sdv-pii-eq2nv,sdv-pii-q1ulb,12460,11634
7088754,sdv-pii-x5i6r,sdv-pii-suvfp,sdv-pii-l6z1z,3838,3689
1378672,sdv-pii-noeun,sdv-pii-spqnt,sdv-pii-314ad,11910,12066
12230729,sdv-pii-7u3ri,sdv-pii-bf7x4,sdv-pii-p8x8d,1080,5451
3849623,sdv-pii-43pqo,sdv-pii-s0165,sdv-pii-3taph,10979,13784
14785052,sdv-pii-sywng,sdv-pii-5808m,sdv-pii-jrsrj,10165,5210
6937829,sdv-pii-ldcvd,sdv-pii-pxpxw,sdv-pii-wi1lm,341,2253
11329868,sdv-pii-jwr7j,sdv-pii-esiqp,sdv-pii-ksrf0,6725,8402
3136990,sdv-pii-ic101,sdv-pii-fk6mp,sdv-pii-mtp3l,930,2324
14718612,sdv-pii-ov0ks,sdv-pii-yskpg,sdv-pii-xet45,8690,14529
11134861,sdv-pii-34j1f,sdv-pii-76q29,sdv-pii-2v3z8,894,414
3016528,sdv-pii-uyc24,sdv-pii-w48zu,sdv-pii-ek3wc,10779,7446
6968817,sdv-pii-zmeuc,sdv-pii-1387l,sdv-pii-y8iuu,10076,3071
4425111,sdv-pii-5sdoi,sdv-pii-e597n,sdv-pii-cqew1,3649,1677
8163446,sdv-pii-19g06,sdv-pii-lcy32,sdv-pii-oc9fy,6756,4319
14245613,sdv-pii-o1r75,sdv-pii-z7igc,sdv-pii-wif92,5713,5434
16595625,sdv-pii-3gozz,sdv-pii-jlr62,sdv-pii-1fpus,14222,14465
6165996,sdv-pii-1axx6,sdv-pii-k2e8w,sdv-pii-2h4uq,1522,5341
11069771,sdv-pii-kbnga,sdv-pii-kmfh4,sdv-pii-xdgga,11617,10744
11337359,sdv-pii-5fcq5,sdv-pii-hhy2f,sdv-pii-ae4tf,8723,6884
9787839,sdv-pii-slcky,sdv-pii-h0zqe,sdv-pii-g9d4y,13770,14561
14116215,sdv-pii-si968,sdv-pii-qut03,sdv-pii-8mm1r,7299,7727
13398777,sdv-pii-mdrge,sdv-pii-25484,sdv-pii-qt2yx,8074,12167
15030115,sdv-pii-a0rih,sdv-pii-ffbu8,sdv-pii-8jgvm,7911,3535
4702949,sdv-pii-w3o6u,sdv-pii-furd0,sdv-pii-dj7q5,13580,13108
11630922,sdv-pii-crb5n,sdv-pii-fe50y,sdv-pii-va2sz,10320,11441
12492320,sdv-pii-qw2cp,sdv-pii-uohkd,sdv-pii-5kvd4,12907,7051
9928345,sdv-pii-3c4x6,sdv-pii-1u2lu,sdv-pii-5oyiu,0,418
7760028,sdv-pii-5da9n,sdv-pii-h5yqc,sdv-pii-6e5v1,669,202
10759314,sdv-pii-f4uja,sdv-pii-zvnrw,sdv-pii-hqpex,10475,919
13802999,sdv-pii-ychvj,sdv-pii-eukfj,sdv-pii-8yqfn,7270,3043
13824578,sdv-pii-l7ogr,sdv-pii-tyez4,sdv-pii-rttgt,2207,12976
6139566,sdv-pii-k0rru,sdv-pii-c5ww6,sdv-pii-uqudl,2775,5416
2840013,sdv-pii-xfn36,sdv-pii-01bd8,sdv-pii-q3e81,10169,11176
2090460,sdv-pii-tpb5i,sdv-pii-7frr2,sdv-pii-o756z,3204,14393
16583048,sdv-pii-q9kev,sdv-pii-6ioeg,sdv-pii-iqnw5,13463,14006
13521302,sdv-pii-87hrz,sdv-pii-skyxs,sdv-pii-7a42i,9035,10765
3087596,sdv-pii-alisy,sdv-pii-qyvnu,sdv-pii-19b05,5825,6414
6504395,sdv-pii-t3bo4,sdv-pii-62znk,sdv-pii-l2eoa,9173,11365
9848966,sdv-pii-567hb,sdv-pii-tdwg3,sdv-pii-a20w7,2644,298
14683663,sdv-pii-yhv67,sdv-pii-f3a4s,sdv-pii-rlvjf,2944,3751
9304942,sdv-pii-4kgbe,sdv-pii-hd0ff,sdv-pii-15zo0,7517,6973
7193289,sdv-pii-h03dy,sdv-pii-8mqsx,sdv-pii-rkx60,2735,2383
10974763,sdv-pii-w296z,sdv-pii-bf16i,sdv-pii-ik6i2,11857,13236
15186384,sdv-pii-u10h5,sdv-pii-g46jm,sdv-pii-5isff,684,0
14892682,sdv-pii-2t660,sdv-pii-dv8st,sdv-pii-h7buu,3793,4126
5975469,sdv-pii-kl6wv,sdv-pii-c0li1,sdv-pii-wdotd,11221,13732
10277179,sdv-pii-vk1oz,sdv-pii-zyhd7,sdv-pii-1m9ge,7199,4122
13584335,sdv-pii-nkmxq,sdv-pii-a8ust,sdv-pii-h14yh,13544,14368
11439247,sdv-pii-60eed,sdv-pii-5wvmd,sdv-pii-sfair,4042,1001
1877436,sdv-pii-xkb63,sdv-pii-yds70,sdv-pii-mo5a7,8645,13714
9236031,sdv-pii-5ya2y,sdv-pii-o1b6t,sdv-pii-4ol34,8189,12971
10089026,sdv-pii-z9lo5,sdv-pii-db35y,sdv-pii-tp0jz,6520,4989
2311508,sdv-pii-gxufh,sdv-pii-4e447,sdv-pii-kvg3f,10822,14533
11538048,sdv-pii-z0ei2,sdv-pii-7xis5,sdv-pii-l6wm5,8927,14561
12255475,sdv-pii-hyzjs,sdv-pii-k0b4d,sdv-pii-694kp,8222,9762
5639998,sdv-pii-i3suw,sdv-pii-qreo3,sdv-pii-7rlcj,3789,2351
8592960,sdv-pii-w9n4j,sdv-pii-0qhi5,sdv-pii-4o63q,4020,4979
5225131,sdv-pii-030kj,sdv-pii-l0ijy,sdv-pii-x933c,304,4657
2585045,sdv-pii-slirr,sdv-pii-50jtw,sdv-pii-l914q,8908,6451
2360640,sdv-pii-cerir,sdv-pii-rd4hf,sdv-pii-cjekk,11289,7874
2864450,sdv-pii-110x1,sdv-pii-rrypc,sdv-pii-35jeq,3941,5624
2843144,sdv-pii-zv1zf,sdv-pii-8o467,sdv-pii-foa2f,12980,6327
3894868,sdv-pii-049fd,sdv-pii-qzye4,sdv-pii-ir9sl,7031,8049
4205262,sdv-pii-6emoe,sdv-pii-zmn2x,sdv-pii-stjz7,4422,3944
6219639,sdv-pii-6mngb,sdv-pii-56wd4,sdv-pii-efeno,7706,6351
5356361,sdv-pii-1ygg4,sdv-pii-lbdqg,sdv-pii-62hz3,2045,4564
6257645,sdv-pii-yrvhp,sdv-pii-cv8kj,sdv-pii-ho0c5,12199,8033
3707822,sdv-pii-lbzb2,sdv-pii-64d2u,sdv-pii-4sbvn,4739,1440
9312994,sdv-pii-mwl8g,sdv-pii-61p7w,sdv-pii-455xa,4016,14185
1701573,sdv-pii-wgbmm,sdv-pii-fw7yw,sdv-pii-u1j8a,13048,11719
14490817,sdv-pii-uwn0q,sdv-pii-yb16r,sdv-pii-6vwkh,9535,2883
13125400,sdv-pii-xq650,sdv-pii-4p1gx,sdv-pii-nf9y3,615,7012
731006,sdv-pii-xa1vh,sdv-pii-4vmnc,sdv-pii-3igfy,12332,12130
13471076,sdv-pii-kmfv9,sdv-pii-anc9c,sdv-pii-iv5sf,1811,7137
6838075,sdv-pii-gvfb1,sdv-pii-mio9r,sdv-pii-ea3px,2993,13631
7838598,sdv-pii-g7tx7,sdv-pii-xropa,sdv-pii-k4o77,1194,1838
15068417,sdv-pii-a7oct,sdv-pii-v0op9,sdv-pii-pmuq6,10046,12238
7860826,sdv-pii-xvii3,sdv-pii-obyxe,sdv-pii-sfkq9,6828,4609
12500019,sdv-pii-1yvax,sdv-pii-hapjv,sdv-pii-xbe60,6801,2297
14103295,sdv-pii-8q66o,sdv-pii-l3j1v,sdv-pii-bt3u0,0,1178
13891713,sdv-pii-2bdjr,sdv-pii-wrmqo,sdv-pii-8vkq2,12111,14561
9757234,sdv-pii-srmeu,sdv-pii-jt3bc,sdv-pii-bsjrj,3563,2728
13538264,sdv-pii-l300j,sdv-pii-d9me8,sdv-pii-z0iyg,907,3423
9392369,sdv-pii-wk66f,sdv-pii-da1h6,sdv-pii-j4mj2,786,1125
7432491,sdv-pii-71l8q,sdv-pii-uhygz,sdv-pii-k1pry,2372,3347
3611059,sdv-pii-0t1zi,sdv-pii-su0gs,sdv-pii-awg4j,12797,12380
7393819,sdv-pii-x4a11,sdv-pii-hwdwk,sdv-pii-jiz77,2415,899
3588762,sdv-pii-vf0fi,sdv-pii-pnw9k,sdv-pii-thgra,9977,13538
12091873,sdv-pii-qjbb1,sdv-pii-xsfi1,sdv-pii-u0bts,5559,9987
12871680,sdv-pii-xgu3p,sdv-pii-27lxj,sdv-pii-w9iar,2472,243
6245704,sdv-pii-71qvv,sdv-pii-fipdv,sdv-pii-j97gj,14327,12439
10100660,sdv-pii-b1rdg,sdv-pii-5mxb3,sdv-pii-xajvd,3581,3832
3113744,sdv-pii-m7ray,sdv-pii-pw9mc,sdv-pii-bswnt,3060,288
204126,sdv-pii-h7q1h,sdv-pii-u6oa3,sdv-pii-72x4l,12895,12884
1572604,sdv-pii-sy3n1,sdv-pii-ng1ey,sdv-pii-o6egl,12245,11330
15443149,sdv-pii-mys0n,sdv-pii-nbij7,sdv-pii-kdkuq,11745,3941
8375628,sdv-pii-cipf0,sdv-pii-jwc2d,sdv-pii-4i50m,13061,13603
4794617,sdv-pii-qc9fn,sdv-pii-92k5f,sdv-pii-t6w6c,282,319
9533032,sdv-pii-u8thu,sdv-pii-1ngn4,sdv-pii-u5sti,13244,12454
12992370,sdv-pii-sxlov,sdv-pii-abyqd,sdv-pii-glzu2,6840,7693
4404178,sdv-pii-08rm6,sdv-pii-qmnsj,sdv-pii-jbhs6,7054,2830
605652,sdv-pii-n9v30,sdv-pii-1ns6p,sdv-pii-aj2mt,13940,4347
16476326,sdv-pii-q8ba7,sdv-pii-e29nc,sdv-pii-g551f,1784,2499
6084474,sdv-pii-c1kf9,sdv-pii-2nqcp,sdv-pii-mv9iu,7009,7055
13886134,sdv-pii-tkqrx,sdv-pii-pxzmi,sdv-pii-3cktf,3051,2436
7748217,sdv-pii-rn9ye,sdv-pii-aep4o,sdv-pii-ectmo,0,3574
8467159,sdv-pii-ew4kg,sdv-pii-u06gy,sdv-pii-e57j1,10512,12894
3289272,sdv-pii-rery9,sdv-pii-webjj,sdv-pii-de5xq,11282,12148
8328871,sdv-pii-9k9zu,sdv-pii-ppg2c,sdv-pii-q9ohb,11197,13382
16680614,sdv-pii-xx0ii,sdv-pii-jh8c2,sdv-pii-q8u0z,3906,9749
15256149,sdv-pii-1im2o,sdv-pii-80rlb,sdv-pii-csxd7,11011,12327
6585175,sdv-pii-ra9fb,sdv-pii-0wwh7,sdv-pii-1djhq,13158,14561
472030,sdv-pii-qctxu,sdv-pii-vsjrn,sdv-pii-7d77m,9226,5657
14373893,sdv-pii-08m01,sdv-pii-r7hro,sdv-pii-b2vrv,2858,9123
7256027,sdv-pii-q8znp,sdv-pii-xzfka,sdv-pii-cig87,4326,5019
9905121,sdv-pii-gi78w,sdv-pii-a8ex0,sdv-pii-5vog2,12879,7645
488142,sdv-pii-be2l9,sdv-pii-8hndr,sdv-pii-j7mr5,12587,6835
3670891,sdv-pii-gk59k,sdv-pii-spfh3,sdv-pii-mkrby,4227,4162
10245075,sdv-pii-jxycz,sdv-pii-zs4iu,sdv-pii-ct1n9,10642,8877
4388008,sdv-pii-kmo6b,sdv-pii-0dq3k,sdv-pii-pyd9a,7011,3245
8873622,sdv-pii-jg0ar,sdv-pii-84fmb,sdv-pii-ogz8j,9075,8545
11930686,sdv-pii-1he1o,sdv-pii-4bxw9,sdv-pii-8nivz,5297,1603
11523969,sdv-pii-q9e7t,sdv-pii-rcydt,sdv-pii-qqeu9,5589,5846
369173,sdv-pii-yew9n,sdv-pii-cobsz,sdv-pii-kl5rw,6417,5317
10677713,sdv-pii-iwo6q,sdv-pii-cibls,sdv-pii-i81ba,2843,345
1898432,sdv-pii-xwxzn,sdv-pii-w5m9l,sdv-pii-v3rn8,6443,12727
12052054,sdv-pii-c4f5p,sdv-pii-yuvd8,sdv-pii-whtfj,14167,14145
11383922,sdv-pii-268xd,sdv-pii-amm9r,sdv-pii-exgao,7225,8644
880947,sdv-pii-5be0y,sdv-pii-wpkvv,sdv-pii-yc3j7,0,0
253251,sdv-pii-3g5ty,sdv-pii-i3uy2,sdv-pii-ma4mm,7685,4369
5167271,sdv-pii-mok74,sdv-pii-569yy,sdv-pii-wpoe0,651,2035
2193127,sdv-pii-xva6y,sdv-pii-f7nce,sdv-pii-tzgb9,12388,14462
13139921,sdv-pii-thzvs,sdv-pii-in1wa,sdv-pii-0skf5,2830,1450
2764196,sdv-pii-5j3be,sdv-pii-wgmwh,sdv-pii-31xwa,1967,832
1564677,sdv-pii-os87h,sdv-pii-a1yp3,sdv-pii-7vc9y,10500,12401
16424975,sdv-pii-20t0i,sdv-pii-5dq2e,sdv-pii-n399j,1636,2683
9890977,sdv-pii-1tr1r,sdv-pii-nadbx,sdv-pii-yl84d,8831,10433
15118019,sdv-pii-l4maq,sdv-pii-gjliy,sdv-pii-2vk0g,13160,13955
9172811,sdv-pii-rvjey,sdv-pii-is1rl,sdv-pii-fd964,8863,11666
10818406,sdv-pii-h3qh0,sdv-pii-arkgc,sdv-pii-5kdiz,13566,12674
9335506,sdv-pii-x5syb,sdv-pii-ng875,sdv-pii-jxpaa,2898,3897
7611413,sdv-pii-2p8tn,sdv-pii-0jd1a,sdv-pii-gyouy,10966,8309
12142921,sdv-pii-a2v4h,sdv-pii-h4rrx,sdv-pii-nnejk,11330,4139
13858666,sdv-pii-wo0cu,sdv-pii-5wjdd,sdv-pii-bzkpv,7764,13955
7049511,sdv-pii-fp4mp,sdv-pii-9n8yn,sdv-pii-lqaq8,12926,10612
7590785,sdv-pii-k3i43,sdv-pii-zm8sw,sdv-pii-d5o1h,90,124
3640934,sdv-pii-a86xa,sdv-pii-m2r3x,sdv-pii-sz8bz,1749,781
11311797,sdv-pii-1z6s0,sdv-pii-j7qf9,sdv-pii-tk1x5,1876,0
9118780,sdv-pii-rh0bs,sdv-pii-mpcwj,sdv-pii-ghczd,5042,6190
12267077,sdv-pii-t6j90,sdv-pii-830cy,sdv-pii-wwmmt,3704,6776
13879804,sdv-pii-l7ynu,sdv-pii-oduq8,sdv-pii-zo9rm,6198,3965
10491644,sdv-pii-b58n7,sdv-pii-2rto4,sdv-pii-6an2v,12889,7086
985018,sdv-pii-30zcw,sdv-pii-n8xh9,sdv-pii-v9cxj,4325,3370
153411,sdv-pii-ftg6f,sdv-pii-olnun,sdv-pii-ss6fy,2190,739
