ROW_ID,CGID,LABEL,DESCRIPTION
14346577,21092,146,-1
13943651,14528,71,-1
6880852,20751,155,9
9833702,14601,172,12
8480199,21240,71,-1
12127160,20902,155,9
2447898,14239,146,8
5549658,20878,71,-1
6649666,15274,71,-1
4799381,20608,155,9
1280129,21058,71,-1
16611376,20907,71,-1
3715011,14806,146,-1
9535508,21352,155,9
5037862,21389,71,-1
12396387,21570,155,9
138114,20953,172,12
6351866,20680,155,9
4164437,21220,155,9
16150002,14458,146,-1
16457650,20714,71,-1
13132322,21032,71,-1
829363,21535,155,9
13296509,21569,172,12
9191230,21242,71,-1
13563427,20474,172,12
11219177,20851,71,-1
9737946,20846,71,12
11094932,21153,71,-1
4100707,21262,172,12
16210898,21389,71,-1
2429957,21564,155,9
8730560,20887,146,-1
10337606,14687,146,-1
10038911,20759,71,-1
6795334,21087,71,-1
1117500,21212,71,-1
11715020,14837,155,9
7216298,21570,155,9
7015429,20632,146,-1
6612644,20909,71,12
8532638,14001,71,-1
6871085,21570,71,-1
3786375,20335,146,-1
6639012,20735,71,-1
14656065,21454,155,12
19914,20883,146,-1
13857345,21210,71,-1
10170323,15059,155,9
10857284,14467,146,-1
2718094,14902,146,-1
14555897,21104,71,-1
10039238,21328,172,12
8106810,20487,71,-1
9690682,14227,146,-1
2981157,21292,71,-1
7966471,20519,71,-1
14750148,14380,71,-1
4316534,21062,155,9
6492376,14224,71,9
11073167,14823,71,-1
8142843,14624,155,9
9366409,20822,71,-1
7759282,14074,146,-1
1822511,20987,71,-1
11384979,20597,71,-1
3003385,21236,172,12
13066412,21231,155,9
15771382,14955,71,-1
6981169,21023,71,-1
12664272,20788,146,-1
2229289,21537,71,-1
1335853,20950,71,-1
9727027,20676,71,9
12558007,14125,71,-1
12505947,14865,146,-1
16363692,21122,71,-1
3995330,14165,172,12
12336014,14940,71,-1
1256885,20599,71,-1
12170349,21250,71,-1
3294347,14558,155,12
13919951,21038,71,-1
230874,21036,71,-1
13389458,14001,155,9
13769288,20916,71,12
8193320,20830,146,-1
2105305,21426,71,-1
15024856,20511,71,-1
14110295,14649,172,12
3349679,14673,155,9
13424176,20760,71,-1
3399411,21119,71,-1
15943208,20438,172,12
892315,14596,71,-1
935646,20558,155,9
14520403,21204,155,9
5477637,20916,155,9
7929754,20802,172,12
2952948,20382,71,-1
3632657,14395,71,-1
2707097,21015,172,12
4393297,20956,172,12
7248812,20258,71,-1
11155190,20391,172,12
584536,15550,146,-1
13480455,14432,155,9
15741085,20995,71,-1
7543197,14001,71,12
11038837,21273,71,-1
13358998,20541,155,9
2185695,21154,146,-1
4074301,20862,155,-1
12608626,20106,155,9
6381052,21338,155,9
363793,21003,172,12
16087641,14362,71,-1
8697227,20550,155,9
218979,20965,155,9
13568607,14001,71,-1
9807277,20689,71,-1
4474455,14805,71,12
5523911,20820,71,-1
252310,21570,171,-1
358872,21127,71,-1
13412295,15135,155,9
5112143,14324,146,-1
5242080,20853,146,-1
9627488,21570,155,9
14044387,21314,155,9
4698624,14604,155,9
1526809,21068,155,9
11821988,20657,71,12
16248450,21041,71,-1
6224806,14130,172,12
5422764,20623,71,-1
13551447,20835,71,-1
10314369,20700,146,-1
9481488,14841,172,12
5976788,15259,172,12
12623299,20621,172,-1
16127483,21154,155,9
7293331,21289,71,-1
14234818,20293,71,-1
4895062,20696,71,-1
12715000,20969,71,-1
14410500,21062,71,-1
15100913,21420,71,-1
2292586,20452,71,-1
359197,20549,155,9
8404532,21054,155,9
8991231,21407,172,12
2406495,20760,172,12
10545262,21099,146,-1
5039082,20934,155,9
12932024,14410,71,-1
16376764,14573,155,9
8018269,14148,146,-1
15268930,21384,172,12
6221366,21091,71,-1
11683883,20019,155,9
250671,21273,146,-1
2181242,21267,146,-1
5522221,21181,172,12
10881169,21025,71,-1
565321,20267,71,-1
9995898,21003,71,-1
307561,20894,172,12
6406621,21220,146,-1
13428996,21302,71,-1
11459634,21062,155,9
187988,14509,71,-1
11412019,21005,71,-1
336782,20991,155,9
1913474,21023,171,-1
7800507,14585,71,-1
7705642,20986,155,9
10837868,14016,155,9
11710502,20950,172,12
9118289,21184,155,-1
979745,21083,172,12
13053567,14001,146,-1
4306074,20925,71,12
2488106,21087,172,12
7814304,20595,171,-1
7609287,20602,172,12
8548383,20691,146,-1
2990563,20403,172,12
9694374,21570,71,-1
4274209,14294,146,-1
10690373,20926,71,-1
10153430,21129,155,-1
9717842,21236,155,9
8034464,21412,172,12
12930529,14146,71,-1
3426604,20862,172,12
16310635,21472,71,-1
8978971,20481,155,9
3637149,20785,71,-1
305371,20919,146,-1
14632250,20726,155,-1
13191468,20592,71,-1
10554223,21093,71,12
16078038,20766,146,-1
3534049,21230,71,-1
11855317,20749,71,-1
8866801,20530,172,12
11563923,20479,155,9
2914365,21026,172,12
13660838,21413,172,12
9816709,21001,71,-1
1094687,21400,172,12
7092741,14416,71,-1
7799990,20820,71,-1
6977789,14562,155,9
14351714,14952,155,9
3269508,20813,71,-1
16283854,14674,71,-1
3882516,21570,71,-1
11303470,20954,155,9
3354463,20728,71,-1
2838511,20923,172,12
5454701,14731,146,-1
6696183,14267,71,-1
10939652,21193,146,-1
3704707,20741,146,-1
3154070,20264,71,12
10875197,20898,172,12
8154189,20842,71,-1
7204847,20694,172,12
8692815,20586,155,9
16121025,21201,155,9
2333050,21341,172,12
8457056,20928,71,-1
13335975,14805,71,-1
3780304,20801,71,-1
6187858,14001,71,-1
238729,14938,71,-1
10356891,14196,71,-1
15775093,14090,71,12
13331647,14261,146,-1
10236410,15060,71,-1
9791120,21493,171,-1
5184595,14680,146,8
7268091,21132,155,-1
6802415,21061,155,9
3218081,21570,171,-1
2934876,20944,172,12
7954420,20617,155,9
9037040,21430,172,12
8158638,21108,71,-1
8518015,20925,71,12
5709005,21172,155,9
1135893,14415,172,12
15763116,20823,71,9
796273,14355,146,8
8677357,15015,71,9
8034262,14703,146,-1
4621593,21200,155,9
9426963,20655,71,-1
9060894,14183,146,-1
15823471,21056,71,-1
1104965,21147,71,-1
9852307,20942,172,12
3814390,20752,71,-1
7619437,14531,71,9
824046,20992,71,-1
14548057,20701,71,-1
328306,20826,155,9
16507472,21413,172,12
11453734,20569,71,12
7208307,21570,71,-1
9383067,14566,146,9
10078169,21136,155,9
16762630,14542,71,12
9295268,20463,155,9
15134914,20721,71,-1
7757410,20544,172,12
1204265,20323,71,12
12157740,14555,71,-1
2149606,20842,155,9
7973813,21032,172,12
12073001,20876,155,9
11125067,14458,71,-1
12219353,14630,155,9
14880156,14944,146,-1
1829872,14374,146,-1
7219991,20882,71,-1
5435482,20805,155,9
9032520,21203,155,9
137887,20409,71,-1
9730644,14367,155,9
15117701,20722,155,9
8212106,14988,71,-1
5466179,21040,71,-1
13823341,14256,71,-1
3528504,21042,71,-1
14383783,14498,71,9
10008231,20681,71,-1
14747218,20944,155,9
612540,20855,71,-1
5268378,21015,155,9
2550861,14970,155,9
10612715,20601,71,-1
6207988,21062,71,-1
7607073,21256,146,-1
7096998,20701,171,-1
875291,14730,155,9
12654615,20838,155,9
8352664,20573,71,-1
10393604,20892,71,-1
4678975,20761,71,-1
555402,21048,71,-1
11741582,21274,172,12
315745,21570,71,-1
16461355,21042,146,-1
2603860,14438,71,-1
12569221,20578,171,-1
8415172,14084,71,-1
11246724,14001,155,9
4029290,21078,155,9
3618668,21124,155,9
9902647,21074,172,12
1303269,14876,146,-1
15193718,20410,155,9
10186496,14798,155,9
644745,14745,146,8
14256725,14756,146,-1
4708864,14424,155,9
9564120,21284,171,-1
13481079,20926,155,9
7188129,14502,71,-1
13396737,20746,155,9
14845229,14764,71,-1
15011187,20337,146,-1
16201879,21199,155,9
900820,21178,146,-1
8357220,20340,155,9
4206832,20808,155,9
8386438,14277,71,-1
8221763,14717,71,8
8179574,14173,71,-1
4306808,20227,155,9
12966690,21032,146,-1
5245927,14243,71,-1
11952111,14001,155,9
12029424,20998,146,-1
7002342,20359,155,9
7843770,20610,172,12
12947247,14488,71,-1
7109715,14354,71,-1
10012419,20629,71,-1
6664061,14638,71,12
15616631,14959,71,9
10142585,14594,146,-1
16398995,21218,71,-1
1770582,20661,71,-1
11582035,14688,146,8
15945115,14001,71,-1
4958565,20577,71,-1
1186409,20738,155,9
6527883,20225,171,-1
11866765,21021,172,-1
1352302,20852,172,12
4762612,21131,146,-1
5505657,21399,155,-1
10771814,14308,71,-1
15014872,21325,172,12
6322722,20741,71,-1
11468827,20595,71,-1
15734111,14350,71,-1
1965006,14588,71,-1
2228527,21215,146,-1
14344990,15213,71,-1
3187824,20912,171,-1
13573709,15036,146,9
1558389,21364,146,-1
12911171,19922,146,-1
5362243,20671,71,-1
13438075,20797,172,12
1280669,14166,155,9
12563074,21081,155,-1
7700931,20505,71,-1
1145386,21070,71,-1
6364781,20664,71,-1
15405294,20565,71,-1
12100651,14780,71,-1
11257576,14642,172,12
16085549,21258,172,12
8951991,21533,171,-1
11131476,21003,71,-1
2031788,20902,71,-1
2822934,21317,71,-1
7614832,14574,71,-1
2994725,20989,155,9
175714,21380,155,9
6127345,14268,146,-1
3690278,14389,71,-1
15380717,14224,71,-1
3554300,20511,71,-1
4801841,20817,71,-1
13984265,21570,71,-1
7737581,20773,155,9
2909251,14118,155,9
9364192,20917,71,-1
8777509,20648,146,-1
612918,20866,71,-1
2204589,21386,155,9
15358694,20409,71,-1
8185881,14224,146,-1
4570341,14830,71,-1
517560,20914,155,9
765153,20748,155,9
4540869,20309,71,9
10335199,20356,155,9
14005904,20507,146,-1
2633417,20642,71,-1
35397,21493,146,-1
16094278,20552,155,9
7484907,20531,155,9
10052790,14728,71,-1
5161043,21517,172,12
9463882,19900,71,-1
7594827,21045,71,-1
8284199,21225,71,-1
11418424,20760,71,-1
15320985,20708,146,-1
15989900,14593,146,8
15038525,20780,71,-1
12582952,14376,71,9
15424516,21386,155,9
2413337,14182,71,-1
12792314,21231,172,12
15368426,21261,146,-1
13893859,20916,71,-1
656421,21570,155,9
9375722,14796,71,-1
6978221,21213,71,-1
8869848,21129,172,-1
1241015,20922,71,-1
606959,20476,71,-1
8699397,20993,155,9
4539830,20768,71,-1
7854128,14817,155,9
6401298,20908,71,-1
7044877,20602,171,-1
7587687,21062,172,12
15322679,20712,155,9
2561008,20848,155,9
3795079,20744,71,-1
5876790,20468,71,-1
75135,14933,71,-1
11703384,21039,155,9
4416765,20694,172,12
16227874,20642,155,9
11811081,20959,71,-1
1129202,14580,71,-1
4660370,20309,155,9
13592743,20932,155,9
1155431,20932,155,9
8163771,21570,155,-1
8823617,20767,146,-1
12374193,21405,172,12
8455192,14636,71,-1
899615,14630,155,9
6073968,14411,146,-1
5361528,14952,146,-1
698144,21012,172,12
2014023,21082,172,12
5489148,20667,155,9
8852429,20939,71,12
4806675,14788,71,-1
13064100,20671,71,-1
16162867,20276,146,-1
8310752,21297,71,-1
2152936,20858,155,9
367801,21408,71,-1
933335,21274,71,-1
11711838,20748,71,-1
378668,20904,172,12
2775840,14835,71,-1
4312023,21108,155,9
303633,20463,146,-1
6602879,20666,172,12
15276836,21162,155,9
12765876,20408,71,12
14976943,21002,71,12
10081868,21122,71,-1
10650435,14080,71,-1
9391625,20730,71,-1
16116698,20910,71,-1
12911768,21445,155,9
4364677,20959,172,12
11309675,20939,171,-1
3621076,20758,172,12
7185343,14457,146,-1
7921854,20572,172,12
13487563,21082,155,9
2646422,21316,155,9
91828,20911,155,9
7363553,20837,71,-1
2145379,21570,71,-1
4369900,14357,155,9
16261066,21140,71,9
684461,14178,172,12
2513065,20938,172,12
1231052,21238,172,12
11595887,14697,71,8
5044947,20578,71,12
16716282,14222,146,9
4833311,21218,172,12
3433188,20716,146,-1
2765960,20884,172,12
11385308,21528,155,9
8394071,21403,172,12
14567636,20896,71,-1
2460248,15056,155,9
14574859,20842,146,-1
5318475,20767,71,-1
1084663,21248,146,-1
11176190,21022,172,12
11801342,20644,172,12
14261769,21017,71,-1
14061807,21093,71,-1
11392521,21126,71,-1
4469543,20858,71,-1
2497827,21381,71,-1
16308212,21489,146,-1
13600202,21018,171,-1
15764314,21383,71,-1
15306020,20841,71,-1
3956740,20227,155,9
15105831,21256,172,12
5187189,14370,71,-1
14098957,20546,155,9
11815969,21358,155,9
11938106,21402,172,12
1356231,15081,71,9
3256779,14001,146,-1
4327392,21570,155,9
11436219,20917,155,9
16357114,20428,71,-1
5297297,21437,71,-1
5369672,20456,71,-1
7460817,20718,71,-1
11150955,14001,71,-1
10239035,21088,155,9
13936354,21570,155,9
12874639,21511,71,-1
3597998,21200,71,-1
6862318,21031,71,-1
7861704,14185,71,-1
6536423,14842,146,-1
14382550,20615,71,-1
1233277,21564,172,12
8200815,21119,71,-1
11057814,14204,71,-1
16108285,14790,71,-1
2378031,20408,71,-1
9063005,20616,71,-1
10509237,21265,172,12
10814796,20782,172,12
8736729,21496,172,12
12739591,14743,71,-1
5662214,21193,171,-1
5271125,20867,71,-1
8709389,21084,172,12
13688081,20496,71,-1
12941620,20971,155,9
14569064,21490,155,9
3740787,21275,155,9
840556,21217,172,12
9522684,21176,172,12
4272640,14789,155,9
13979828,20622,155,9
1509951,14497,71,-1
14771322,20748,71,-1
2015855,14383,146,9
964692,21443,71,-1
2261002,20371,71,-1
8728029,21228,71,-1
317388,14446,71,12
11209694,20791,71,-1
10940433,21050,155,9
15766526,21018,155,9
15344797,20845,171,-1
15254279,21362,155,9
14144273,21076,146,-1
3814381,21101,172,12
1964909,20609,155,9
4878514,20560,172,12
11359850,14596,71,-1
14818997,21225,172,-1
2217166,14263,155,9
7048349,21469,146,-1
7890357,14416,146,-1
10833041,21487,146,-1
4548743,21166,171,-1
12514370,21539,172,12
533193,20679,155,9
3579298,14306,71,-1
11448726,20942,155,9
14868405,14515,146,-1
8384757,20998,71,-1
15261793,20757,172,12
48702,20778,172,12
14179339,21156,172,12
7524932,15328,71,-1
13884848,21570,172,12
12329560,20503,71,-1
3008147,21047,71,-1
6380457,20650,71,-1
14988531,21570,71,12
163318,14641,71,-1
1134284,20828,155,9
3949503,20950,155,9
15369050,21227,71,-1
11786362,20781,146,-1
410599,20504,155,9
14943694,14740,71,-1
12672922,20685,71,-1
13851070,20953,71,-1
1234363,14913,146,-1
9354959,21193,171,-1
9749899,20473,71,-1
2633061,14558,146,9
5746739,14517,71,-1
15568057,14001,71,-1
6670178,20635,155,9
10375866,14994,155,9
3134858,15041,146,-1
12797444,20818,172,12
10331028,20454,71,-1
1106787,20853,155,9
15241843,15046,155,9
9876998,14602,155,9
7467239,21337,71,9
12290855,14501,146,-1
998642,21027,172,12
1164311,21219,146,-1
1080508,21570,71,-1
10699472,20939,155,9
6007215,14240,71,-1
4697422,20536,155,9
5385987,20897,71,-1
9765184,20755,71,-1
11659249,20750,71,-1
1550261,21570,71,9
9346647,20829,71,-1
9625067,21570,71,-1
4992852,14668,71,12
74244,20363,71,-1
1333690,21331,172,12
6114575,21438,172,12
4330394,14695,71,-1
6539649,20945,71,12
16405691,21075,171,-1
1341502,21199,172,12
5199978,21345,146,-1
12091506,20875,146,-1
8488101,14877,71,-1
5027294,14684,146,-1
10862596,14111,71,-1
4167251,21570,172,12
2856057,14001,155,9
6212693,14314,71,9
12666914,20434,71,-1
1777879,21024,172,12
7476957,14369,71,-1
14345950,20724,71,-1
14194312,20395,71,-1
8529283,21005,71,-1
246358,15016,71,-1
9096768,21483,71,-1
11052174,20635,155,9
11658047,14984,155,9
545114,20816,71,-1
8189876,20881,71,12
13298296,21014,71,-1
9758251,21123,171,-1
14153208,20730,155,9
16221994,21036,71,-1
15718882,20483,155,9
16217587,21082,71,-1
11354773,15132,71,-1
13763553,21439,71,-1
2895514,20905,71,-1
3846938,20427,71,12
15455163,15324,172,12
14407201,20209,146,-1
9597940,20365,155,9
3694732,14736,71,-1
13554710,20616,71,12
10895292,21299,71,9
14525671,21480,155,9
6664975,14283,71,-1
8301189,14535,71,9
2775367,20699,172,12
2635617,20792,171,-1
16232790,20953,155,9
9694476,21570,146,-1
16056706,14467,146,-1
14057973,20666,155,9
16409471,20696,71,12
4909879,14937,155,9
5418895,14301,71,-1
10999957,20837,155,9
13396249,20878,71,-1
4626035,14220,146,-1
5952850,14422,71,-1
7450061,14237,71,-1
14803836,21188,71,-1
7142951,21345,71,-1
6240398,21215,172,12
14596277,21022,71,12
6724942,21238,71,-1
6183323,14539,71,-1
10894390,14816,146,-1
8354128,20180,146,-1
207291,14899,71,12
15027015,21150,155,9
4028413,20868,155,9
14733308,14253,71,-1
77069,20435,71,-1
8820710,20911,172,12
859159,14140,155,9
194532,14456,71,-1
12605489,14457,71,-1
12983258,20854,71,9
6271447,20330,155,9
675355,20540,71,-1
10833432,20317,155,9
11434699,20781,172,12
4533296,20954,146,-1
6623711,21092,146,-1
13625127,20451,155,9
10073799,20740,155,9
8820274,14063,71,12
12937398,14974,71,-1
16074295,21272,71,12
11608497,14287,146,-1
1146296,21243,71,-1
11621764,14408,146,-1
7320129,20983,71,12
967995,14889,172,12
11473357,21237,71,-1
15904611,14781,155,9
6361874,14450,155,9
12485770,20944,71,-1
3059636,20893,172,12
5254046,20477,146,-1
8095082,20856,172,12
10990306,21396,155,9
9095122,21013,71,-1
2354170,20555,146,-1
9425170,20791,71,-1
16410516,21490,155,9
2897203,14389,146,-1
14892188,21195,71,-1
4193213,20845,172,12
6979134,14001,71,12
909671,21187,155,9
8044989,14274,71,-1
150837,21570,71,-1
9694293,21010,146,-1
4043972,14718,71,-1
8790472,21045,155,9
16192450,21153,71,12
10619132,20366,172,12
6194942,20957,172,12
14710963,21010,155,-1
16048655,14643,71,-1
1171416,21276,155,9
6675287,14286,71,-1
13186130,21314,71,-1
11307539,20712,155,9
15442064,20921,146,-1
9987988,21437,172,12
9419677,20483,172,12
1709559,20858,155,9
8016574,21106,71,12
10256079,21085,146,-1
4238686,21004,71,-1
3221121,21020,71,12
8717654,20951,172,12
6852492,14696,155,9
1233857,14470,71,-1
6803311,19912,71,-1
16701964,14300,71,12
664815,21384,71,-1
8330302,20489,172,12
2407172,21130,71,-1
6759133,21152,155,9
5150898,20506,155,9
9223322,20952,71,-1
5312364,20370,172,12
1502944,21033,71,-1
9358000,20827,155,9
5490806,20727,146,-1
5727001,21020,171,-1
9991546,20667,155,9
10777107,21320,172,12
14642499,20690,71,-1
3513512,20959,146,-1
14417828,14239,71,-1
13291577,21570,172,12
1601619,15139,71,9
15781789,21409,155,9
14248187,20371,71,9
8626893,21503,172,12
7851992,20841,172,12
10288175,14050,71,-1
13412523,14632,71,-1
9507497,20751,172,12
445215,21092,155,9
5011106,14415,71,-1
14166716,20685,71,-1
4058864,20831,155,9
3502380,20936,172,12
13356209,14593,146,9
10208197,14363,146,9
16684231,14855,146,-1
2001473,20812,155,9
913731,21225,155,9
1117058,14839,71,-1
15621695,21505,71,12
13315434,20994,155,9
15120210,20169,71,-1
8724585,21169,71,-1
12984774,15033,71,-1
1296528,21081,155,9
2167739,21037,146,-1
15837591,20411,172,12
12523474,14098,71,-1
6223776,21257,155,9
15178653,14396,155,9
13560435,14506,155,9
11758946,20634,71,12
8782547,14482,155,9
14819502,21263,71,-1
6959004,14001,146,-1
10079697,14845,71,-1
9119837,21277,155,9
2622926,20993,146,-1
3801008,14986,172,12
12501098,14564,146,9
10250456,20504,71,12
8128898,14687,146,-1
7538696,14596,71,-1
3186986,21363,71,12
4994483,14325,71,9
16684221,21503,71,-1
2522296,20999,172,12
6296443,20800,155,9
4124814,21025,71,-1
13696102,21079,155,9
12162190,20677,71,-1
12113324,21252,71,-1
12895518,21363,146,-1
11217114,14653,172,12
8791553,20960,71,-1
8616410,21354,71,-1
2749546,21448,155,9
14874200,21570,155,9
3319406,14425,71,-1
12006233,20901,146,-1
7870786,14748,155,9
12408815,21454,155,9
14604331,21087,155,9
14096587,20726,172,12
4379333,15407,71,-1
2815835,21339,71,-1
5008814,20976,172,12
12830132,20764,155,9
416381,21352,71,-1
7551618,14675,71,-1
5251089,14740,71,-1
6206039,20633,146,9
6359791,21031,155,9
3918394,20785,155,9
8660036,21389,172,12
9616488,14471,71,-1
14443140,21312,171,-1
8923213,21005,71,9
1325517,21075,172,12
8504791,20962,155,9
2363361,20731,155,9
10450535,14483,155,9
1278465,20339,71,-1
9098146,14643,71,-1
5834334,14987,155,9
6922263,20506,71,-1
124253,19971,146,-1
649793,21227,71,-1
4934496,21014,71,-1
15512472,14743,146,-1
11284579,21070,146,-1
7341107,20670,71,-1
2701461,21570,172,12
5952478,20870,172,12
11443868,21095,172,12
8807482,20971,171,-1
4624222,14324,155,9
14030347,20739,71,-1
6788955,21298,71,-1
4175554,20963,155,9
7512446,21186,172,12
7740225,21455,155,9
3482693,20753,71,9
15611864,14633,155,9
2611198,21447,71,-1
1347905,20652,172,12
4332036,14365,155,12
